-5.7484953976323965	36.2010312792537
-3.1084485411653446	41.22735857685973
1.196782644054352	45.923980584030375
9.415860361291948	52.18614326025792
19.5918613445385	51.40337292572946
28.202323714977894	51.40337292572946
35.63863212581191	46.31536575129459
41.90078657704058	40.83597340959551
45.0318638026549	37.704892071481765
45.0318638026549	33.79104039883956
44.2490944962513	29.485803558933128
38.378324698224446	27.528877722612023
30.159246980986865	22.04948538091294
28.202323714977894	21.266715046384505
