7.440905857605131	-35.807918485312
3.6386232120575386	-28.20318962879624
7.82113412215989	-25.16129808618993
14.665242884145556	-22.119406543583636
16.946612471474097	-20.598460772280475
16.946612471474097	-15.275150572719454
16.566384206919338	-9.951840373158419
12.383873296817	-7.290185273377901
5.1595362702765755	-5.0087666164231734
1.3572536247289833	-1.9668750738168654
-5.1066268727019235	3.736671568569946
-8.528681253694756	8.299508882479401
-10.810050841023312	8.679745325305191
-13.851876957461386	7.158799554002044
-18.794844396673255	2.215725797266799
-19.555300925782774	1.4552529116152186
-25.63895315865892	-1.206402188165299
